Comment,label,score
"Sayangnya, mostly reviewer nggak jelasin, atau nggak menyadari klo bangku baris ke 3 M6 bisa recline, cuma harus tarik tuas buat lipet kursinya. Dan posisi td pas coba koper itu posisi paling rebah",positif,5
@Cmiiw_0 Reclined bisa yes tapi cuma satu step sayangnya,positif,3
​@ryanexplorer1687 Mau berapa step bang?😅 Itu udah mau  mentok ama kaca,negatif,-5
"tapi tetep aja ga nyaman kalau yang duduk orang dewasa, apalagi kalau tingginya 170an cm",negatif,-6
iya .. yah pilihan berat dulu.. innova euro 2 type v vs grand livina ultimate,negatif,-5
"Kalo untuk ground clearance, kelegaan dan kenyamanan posisi jok sih Innova lebih baik, tapi kalo fitur, keiritan dan pajak tahunan sih tentu BYD M6 lebih oke.
Untuk perjalanan luar kota sy pilih Innova, kalo untuk dalam kota khususnya di Jabodetabek sy pilih M6.",positif,28
"Saya beli BYD M6
Jauh lebih bagus❤❤❤",positif,11
"Ekterior bagus zenix ,fitur lebih lengkap  M6",positif,16
"kalo waras ya milih M6 lah, menang segala-galanya..",positif,3
"Lebay nih, M6 masih banyak kurangnya. Garansi servis berkala aja gak dapet",negatif,-11
"saya ada budged 400jt saya setuju kalau membandingkan itu harus dengan harga yg mirip.  budged masing konsumen beda. dengan budgen 430jt kamu dapat apa.  kalau bagi saya 430 jt hanya dapat kursi  dan sepc avanza ., skip dah . 430 jt sudah dapat type tertinggi M6.  sangat worth, pajak 500rb. biaya operational hanya 20% dari zenix. misal  biaya bensin zenix sebulan 2 juta , m6 hanya habis 400rb sebulan , selisih 1.6 juta itu kalai 5 tahun(60 bulan) 100 jutaaan bro, selisih pajak 5 tahun 40 jt,  belum lagi  selisih perawatannya. belum lagi perbedaan kelengkapan fiturnya kayak bumi dan langit  fix beli M6. . terimakasih atas reviewnya!",positif,9
Emang ev yang lain garansi berapa tahun bang??namanya baru setahun di indo masa harus punya ribuan...abang sehat?,positif,10
"Masalah Resale value M6...  Utk jangka panjang akan tertutup dgn tabungan hasil penghematan BBM, pajak dan biaya perawatan.
Jadi gak usah mikir resale value.  🙂
Sebaran SPKLU dc fast charging di p Jawa, Bali sekrg sdh tersedia dlm radius 200km saja.   Jadi M6 tetap bisa dipakai utk blusukan ke daerah2 terpencil.  Tentu saja hrs dgn Trip Planning yg baik.
SPKLU PLN akan terus tumbuh, dievaluasi periodik dan akan diupgrade kualitas maupun kuantitasnya. Sesuai dgn pertumbuhan populasi EV dan hasil evaluasi transaksi pd masing2 SPKLU.",positif,23
apaan bro nyatanya wuling air ev aja harga bekasnya masih mahal di indo mah g ada namanya barang bekas dapat murah kecuali bekas tabrak/banjir,negatif,-6
nah pinter nih si om 🫰,positif,5
"Ya kalo utilitas nya tinggi, resale value bukan jadi masalah


Tapi kalo setahun aja ga sampe 10rb km, iya Mayan boncos 😅",positif,5
"Ga ush mikir resale value.. ngakak.. 😂

Macam ga pernah punya mobil.. 

Lu kira urusan mobil EV itu cuman perkara batrenya doang? Di atas 3 tahun mobil sudah banyak masalah, yg transmisinya lah, yg kelistrikannya lah, masalah kaki2, masalah AC.. rata2 di tahun ke 5 org sudah menjual mobilnya..  dan beli baru..

Di kira mau pake mobil seumur hidup apa? Ga ush mikirin resale value? 😂

Yg ngomong begini biasanya ga pernah punya mobil..",positif,5
"menurut saya tidak bisa di bandingkan M6 dan Zenix, karena sejati nya kedua jenis berbeda engine.. kalau banding bensin vs bensin, hybrid vs hybrid maupun ev vs ev.. itu baru bisa di bandingkan.. maaf kalau kurang berkenan. 

Kalau spt. ini terkesan pakai ilmu cocokologi karena ada dirasa pesaing toyota yg sdh terkenal dgn produksi mobil sejuta umat. 😅",negatif,-5
malah lebih cocok di bandingkan malah harga. atau masalah budged,positif,11
"Tapi secara harga mereka head to head... Misalnya saya dalam kondisi cari mobil, saya atur budgetnya dan di budget itu pilihan apa saja yg ada di pasar... Baik bensin, listrik, 7seat, 5seat, jepang, china, eropa dll... Malah komparasi ini yg dibutuhkan... Sisanya disesuaikan dengan kebutuhan dan kecocokan masing2...",positif,10
"Habis BYD M6 sm Toyota Kijang Innova Zenix G Bensin, bisalah Nissan Serena HWS e-POWER sm BYD M6 juga dong buat segmen CVT Choice.",negatif,-5
"M6 Secara tampilan sih kureng. saya sukanya yg BOXI seperti Stepwagon,Freed,luxio,serena,voxy dll. M6 menang di Teknologi dan Insentif doang sih. untuk servicenya setelah saya baca-baca ternyata tidak ada garansi Service dan gak dapet wall chargingnya lagi. dan itu cukup membuat saya ragu. semoga Chery bikin yg boxi 7 seaterlah",positif,14
"Yang belum ada Garansi service atau free service? 
Garansi service itu gimana ya?",positif,10
"@sieghart132 oh . Free servis, servis ev murah sih kalau di wuling, entah BYD dan lagi kalau tidak salah servisnya tiap 12 bulan / 20.000km sekali  kalau di luar, entah di Indo.. dulu di info sama sales-nya BYD per 12 bulan 1x.
Wall charger dan free servis beberapa merk kalau gak salah ada yang gak dapat juga.
Enaknya Wuling beli EV Uda komplit sama free servis dan sparepart, wall charger, biaya instalasi listrik. Minusnya ya mahal aja.. binguo 410km Uda dapat Dolphin dynamic",positif,5
Zenix mobil terlaris bulan Juni kmaren....ngalahin Brio 😁😁 positif  positif ,positif,5
"Sdh terbukti di GIIAS, stan BYD penuh banget dengan pengunjung yg antusias sama M6",positif,9
"Spk tetep paling banhak toyota, 6000an lebih.
Byd cuman 2000an",positif,5
Tapi hasil test drivenya kurang memuaskan dan akhir2 in banyak komplennya hehheheh,negatif,-7
Zenix harusnya ada yg versi AWD....pasti mantap bgt !!! 🙂🙂 positif  positif ,positif,14
lebih tepatnya harus lebih dibuat kedap,positif,11
halah Toyota mah sampai 20 tahun lagi jg tetap mempertahankan lampu bohlam,positif,5
@denychristi biar murah bang... biaya bikinnya. Unyung gede,positif,5
Saya tetap zenix hybrid 🙂🙏🙏.....gak akan terdoktrin dgn mobil lawannya...,negatif,-6
Zenix lah M6 mah jelek,negatif,-5
duhhhh wkwkwkw produk realistis yang nyaman yaa Toyota,positif,8
"Mobil lelet torsi kecil, lelet abis",negatif,-8
"Kalo dilihat dari segi harga org pasti ambil M6, tapi dr segi dalem prefer zenix harga jual juga zenix pasti lebih oke , tapi  g tetap M6 bukan pilihat terbaik interiornya biasa aja hard plastic dan sempit , dr pada M6 mending aion Y plus saat ini menurut sy plg ok pandangan luas ngk celem dan baris ke 2 dan bagasi besar ada ban serep lagi",positif,10
Zenik suspensi keras kayak gitu 😅😅😅,negatif,-5
@wongsabarchannel kalo gitu beli M6 bang lega murah Gasss,positif,10
Pemilik ev ga akan balik ke kaleng toyota lelet sampah bro,negatif,-7
@Xyzbca-l1j emang kaleng skrg cuma kalo M6 G ttp Tidak hehehe,negatif,-8
Zenix bukan lagi kijang. Seharusnya avanza yg dibandol kijang. Lebih merakyat. Tp mahkota kijang akan digoyang! Perubahan dan kompetitor akan sangat berdarah darah utk jepang di masa depan. Masa depan adalah elektric!,positif,8
"sebagai user zenix, saya lebih liat zenix ini kayak sapi.. bukan kijang 😅",positif,5
"Pajak innova uda 8jt, dikali 7 tahun uda selisih 56jt bos. Resale valuenya jadi mirip""",positif,5
"Dua2nya ada plus minus sih. Klo yg ICE berat di biaya perawatan, bensin, dan pajak. Klo yg baterai berat di biaya ganti baterai (ya anggap lah setelah 8-10 tahun). Yg baterai seolah2 operasional sehari2 biaya listrik murah, tapi menyimpan bom waktu karena biaya ganti baterai tidak murah. Tapi mungkin ditanggung pemilik kedua, ketiga, dst. Karena jangka waktu 8-10 tahun lagi, banyak orang udah bosen dan udah ada model yg lebih menarik lagi wkwkwkwk",negatif,-6
"​@lefinamage9504jatohnya sama aja, EV harga jual anjlok tapi biaya operasional harian murah, 
ICE lebih cenderung harga jualnya stabil tapi biaya operasionalnya lebih tinggi.
Tapi kalau di ex taksi biru, infonya Uda 400k KM masih pakai batrai dan motor yang sama..",positif,6
"​@lefinamage9504harga baterai 7-8 tahun lagi kyknya jg udh jauh lbh murah sh. Apalagi kalau populasi EV di Indonesia beneran semakin banyak. Setelah LG, tahun ini juga CATL kerjasama dgn Antam bangun pabrik sel batere di Indonesia.",positif,15
"Belom service berkalanya... walau ada free service ttp aja oli2, filter oli, oli transmisi harus bayar..😂 belom klo sudah diaatas 5 tahun yang free service udah habis.. harus ganti busi, engine bay harus di tune up.. bensin yang sekarang harganya muahal.. klo gak di rawat mesin glitik.. pake bensin murah endut2 an memang paling bener udah ev jauh2 lebih hemat..klo di hitung2 jangka panjang apalagi ada bbrpa brand yang lifetime warranty..🎉",positif,18
"iya kalo beli EV syaratnya harus setia pake jangka panjang ato mobilitas tinggi baru bener"" cuan",positif,3
mending suzuki ertiga,negatif,-5
bener banget karna pasti nyari yang sesuai kebutuhan dan yang nyaman,positif,13
"Kalo EV merk apapun setelah 7 tahun harganya otomatis terjun payung tetapi kalo bensin merk Toyota jelas harganya naik, tetapi kalo hybrid juga setelah 7 tahun walaupun merk Toyota kayaknya harganya bakal turun drastis.
Jadi kalo ingin di jual balik setelah 7 tahun mending bensin 400jt paling mentok bisa dapet 250jt, kalo hybrid enggak yakin bisa dapet 250jt, logikanya baterai udah 7 tahun itu jelas drop, HP iPhone aja 5 tahun baterai drop jadi 70 persen, apalagi mobil yg tiap hari di jemur ( pergi ngantor, urusan bisnis, macet di jalan, pergi rekreasi ke puncak, Bali, dll) kondisi baterainya apa bisa masih 95 persen dengan kondisi yg disebut diatas",negatif,-18
"Itu cerita kemarin ges, masa depan berbeda, lihat aja nanti kalo mobil baru murah2",positif,5
"@cakferi8680 Toyota aja kolaborasi dengan Mazda dan Subaru untuk buat mesin tipe baru yg bisa minum biofuel, E100 etanol, atau bahan bakar ramah lingkungan lainnya, jadi sebenarnya hybrid Toyota itu tidak untuk di kembangkan tetapi cuman untuk menunggu rancangan mesin baru dari kolaborasi 3 merk diatas karena Toyota tetap berkomitmen untuk menghidupkan mesin pembakaran dalam",positif,3
Sama saja. Avanza setalah 5 tahun cuma seharga 120 jt ke agen kalau di jual cepat. Mgkn ke end user bisa 140jt,positif,5
"Biaya perawatan hybrid itu ada 2 yg pertama itu mesin dan yg ke 2 baterai, dan kalo bicara pajak 
PPnBM 15% memiliki tarif sebesar 40% dari harga jual untuk mobil bensin full hybrid berkapasitas silinder maksimal 3.000 cc dengan konsumsi bahan bakar lebih dari 23 km/liter atau emisi CO2 di bawah 100 gram per kilometer
PPnBM 15% dengan rasio harga 33,3% untuk mobil hybrid plug-in bensin dengan konsumsi bahan bakar di atas 28 km/liter atau emisi CO2 maksimal 100 gram/km
Jadi memelihara sebuah HEV atau PHEV itu lebih mahal daripada memelihara sebuah bensin atau solar 
Kalo EV buat kebutuhan dalam kota itu masih masuk akal karena murah pajaknya juga cuman 148rb se tahun",positif,8
"Rumus jadul ud gak berlaku now,",negatif,-8
BYD... klo dah di atas 5thn siapa yg mau beli...paling jual murah...zenix 5thn masih laris di mobkas,positif,5
5 tahun lagi penjualan ev akan menguasai pasar tong,positif,3
Bloon loe.. Harga batt sekarang 25%harga mobil... Hoax aja loe😊,negatif,-5
@xp2autocare jgn bikin hoax aja ente.. Harga batt byd itu 25% dari harga mobil nya,negatif,-10
@tosmaster9888 saya baca di google kang cek aja di google harga batre 40 % dr harga mobil cari aka kang jangan males ngetik,negatif,-5
"Kalo masih masa garansi sih santai aja, cuman kalo masa garansi dah abis ya



Kaburrr ahh...",positif,7
10 tahun lagi mobil bensin sudah gak laku... Ev akan menguasai pasar😂,negatif,-6
10 tahun lagi saya udah tuwir.. gak dapat SIM lagi... qqq... 10 Tahun lama loh... mobil di jual besi tua aja...,negatif,-8
"​@alexandermiska4311IMHO biaya maintenance kurang tepat, anggaplah jarang dipakai, jadi perawatan hanya per 6 bulan sekali (1 th 2x)
Utk zenix rata2 2,5jt per perawatan, Total 50jt dlm 10 th

Sedangkan M6, dgn kondisi sama, maka rata2 biaya maintenance 500rb, total 10jt dlm 10th",negatif,-5
Dulu nokia tahan banting.. menguasai pasar puluhan tahun.. habis krn ga bisa ngikutin perkembangan teknologi.. harga batre mahal? Yg gua tau bensin makin naik dan batre semakin murah..,negatif,-7
"@lefinamage9504 namanya mobil, semakin hari semakin mahal biaya perawatannya, harga jualnya semakin jatuh (kecuali mobil hobi)",negatif,-11
Ada yg kelupaan tuh bahas zenix tipe g gasolin nya bang.... tipe g kan lampu led bar nya kan di sunat...ngak nyala sampai ke ujung tengah,negatif,-8
Belum tau juga. Klo yg mepet harga m6 kyanya belum ada sih,negatif,-5
M6 Masih CBu. Tunggu nanti Uda ckd d indo habis semua itu mobil jp.,negatif,-5
"Yg dibandingin kok yg remeh temeh,,,ini konten super dungu,,,masa yg dibandingin pintu blkg, row kedua,,,ini yg bikin konten org miskin, gak sekolahan",negatif,-14
"PKB pajak tahunan M6 itu murah banget paling 600 ribu,,,zenix yg itu bisa 9 juta,,,kalo sy tinggal kota besar Jababeka yo jelas milih M6",positif,11
"Tapi sekalinya baterai jebol gantinya bisa setengah harga mobil baru, apalagi M6 gak digaransi seumur hidup baterainya",negatif,-14
"@tritama Garansi batere 8 tahun. Terus emg ujug ujug 8 tahun 1 hari mesti ganti batere?? 😂😂😂
Lagian harga batere EV makin lama makin murah.",positif,7
Kita tunggu wuling bergerak. Kalau sy lebih suka honda freed 2 dikasih batere!,positif,11
"Mbl BEV jauh lebih irit dari mbl ICE 
1 Kwh rmh = Rp1.800 = 8 km
Pertamax 95 = Rp15 000 = 12  km
Pajak BEV 0% + 400rb
Pajak ICE Zenix +- 7.5 jt",positif,11
@lefinamage9504 iya gw pelototin terus. Anti gw ma interior jelek,negatif,-10
"​@KevinAlkindi-i1w 
Bener banget om, M6 platformnya sama persis dg Songmax sih",positif,3
"pokok nya pakai ev cuannnn kemana2..tahan lama ga? gini bang, china itu mau ngalahin as, maka mobil2 nya pun kualitas 1,.",positif,7
Balapin donk om biar makin keliatan jelek tuh mobil miskin fitur😂,negatif,-11
elegan kalau dilihat dai puncak semeru🤣🤣🤣🤣,positif,8
TOYOTA TERLALUUU PELIT.... PAYAH,negatif,-13
Payah toyota body kaleng plastik interior ember,negatif,-10
"​@IX1e-228alpaht 1M aja nabrak pantat truk LG sama2 jln .mati 3 semua di tol Salatiga,gimana adu tanduk ap LG tes cras tyt yg lebih murah",positif,6
"Yakin M6 joss?? masih banyak minus dan celahnya loh ternyata""",negatif,-5
Komparasi yg seru,positif,3
Seru dari mana nya bos... Jauh banget komparasi nya gasoline vs electric 😂😂😂,positif,6
"​@jenadibinarto5120komparasi bujet 430, lu dapet 2 pilihan, tinggal lu pilih mana yang sesuai kebutuhan , EV or ICE.. itu namanya komparasi",positif,5
"​@boris.oei8ya ini ibarat membandingkan hape layar sentuh vs hape pakai keypad. Ini bukan soal mana yg dibutuhkan, tapi lebih ke mana yg lebih mutakhir dan modern. ICE sudah ketinggalan jaman, makanya sy bilang jauh komparasi yg ga akan bisa dibandingkan, dari sisi teknologi ICE vs EV sudah kalah dari semua aspek",positif,5
"@jenadibinarto5120 jelas2 Uda di bilang di video ini komparasi bujet.. masih ngeyel.. bikin komparasi sendiri aja kalau gak terima. Nanti saya tonton.. 
Banyak orang yang bilang ni komparasi juga bagus karena dari bujet segitu bisa dapat ""hp touchscreen atau masih pakai keypad"" jadi di sesuaikan kebutuhan, orang yang biasa pakai ""keypad"" bakal pilih ""keypad"" begitu juga sebaliknya.",positif,6
"Gw pakai e5, ga mungkin sih beli kaleng buat mobil kesatu",negatif,-8
Gw owner Atto 3. Ga mungkin sih punya mobil ICE yg downgrade. Minimal Palisade lah 😂,negatif,-8
"dari sisi
1. Harga
2. Kualitas material
3. Bebas GANJIL GENAP [khusus org Jakarta]
4. Commuting jauh lbh irit [drpd ICE]
5. Feature

NO DEBATE M6 menang",positif,24
"Apalagi yang tiap hari bolak balik kantor pake mobil , M6 makin menang di penghematan biaya",positif,5
​@geekarch_pc.id_menang telak. hemat dr sisi apapun. bisa kepake maksimal selama 20 tahun.,positif,5
"Yg belom terjawab dari mobil listrik dari china itu ya longevity aja, apa kabar nanti tahun ke 5 dst. Bukan meremehkan, tapi ya emang belom ketawan",positif,6
@lifeisneverthesame910 nah kalo ini setuju asal jgn M6 dah kasian yg beli terlalu dipaksakan,negatif,-13
​@xeonboyzDisuruh bayar wall charger sama service aja masih jauh lebih tinggi valuenya dibanding jenik 😂,positif,10
​@maverick2691 kata siapa? Justru di bluebierd yang bermasalah malah tesla. Fyi batre mobil china jauh lebih murah di banding as bahkan produk nya aja udh jauh lebih murah,positif,11
@naufalhabibillah8735 dia maunya kaleng dikasih roda trus tempel merek toyota 🤣,negatif,-5
@TheKetekul ya byd indo pintar keluarin M6 dengan harga menggiurkan itu harus diakui cerdas,positif,10
"@xeonboyz soal resale value blm bsa kebaca sih. Kalo upaya elektrifikasi yg lagi getol dipush pemerintah berhasil dan 5 thn lagi populasi EV dan infrastrukturnya udh masif dimana2 malah bsa menurunkan resale value mobil ICE / hybrid. Apalgi kalau harga bensin naik terus dan ada punishment ke pajak ICE via alasan emisi dkk. Market pembeli ICE second bisa2 cma org daerah yg infrastrukturnya blm mantap. 

Tapi kalo elektrifikasinya gagal ya tetp status quo spt sekarang, resale value ICE ttp juara...",positif,3
"@TheKetekul sepaham juga si kalo pemerintah berhasil program evnya dengan spklu ditingkatkan tapi untuk saat ini masih unggul zenix semoga aja bisa bagus ev sy sendiri pengguna ev sudah jarang ke pom , tapi hybrid sy jg kurang minat karena pakai hybrid di indo rugi plat item dan pajak lebih muahall",positif,5
"@TheKetekul Bisa jadi , dan g sangat akuin byd pinter keluarin M6 dia tau  org indo dikasih body gede harga murah pasti laris manis , plg tunggu setelah buyer pada serah terima unit liat comennya kesan kesannya gmn ,kalo puas ya bagus berarti sukses",positif,34
"M6 overate, bayar influencer buat nge upp paraah",negatif,-5
Harusnya banyakin tombol pisik namanya klo ngga ada tombol pisik eror pasti cepat atw lambat,negatif,-5
Harga baterai 40% dari otr Dibagi ...thn(garansi baterai).,positif,5
​@maverick2691bukannya sdh dipakai Bluebird cukup lama dan sdh ada yg milaege nya nyentuh 600rb km dan baterainya masih di atas 80% potensinya. Silahkan Googling ada beritanya. Dan Bluebird nambah unit lagi tuh import lewat jalur khusus walaupun dibatasi jumlahnya. 600rb km itu sama dengan pemakaian 30 tahun untuk pribadi kalo setahun kita anggap 20rb om.,positif,12
"Kita harus flash back mengulas product china mulai dulu kita di gempur banyak product china,tp mobil listrik china belum teruji ingat product motor china seperti kasea,jialing dan lain² dan product lainya seoerti sandal drngan merk terkenal dan mewah yetnyata kwkitasnya jauh dr harapan dan sangat di bawah ekfektasi",positif,11
"⁠@xeonboyze6 lebih pendek om, makanya cuma 5 seater. Kayanya pembeli m6 itu smart buyer, yg mengutamakan fungsi, fitur, dan kehematan.",positif,13
"@maverick2691 Mobil listrik BYD sudah dipakai taksi Bluebird lima tahun lebih, OK kayaknya.",positif,5
"Toyota lbh over rated sih harga mahal, body kaleng,  pelit fitur disunat. ​@rudiwizard5235",negatif,-15
"@TheKetekul Untuk 5-10 tahun kedepan, kita sedang berada di titik paling curam dari S curve adopsi EV, harganya akan cepat jatuh karena tiap versi baru baterenya makin bagus, tapi ini akan mengerek harga ICE turun juga, karena 5 tahun lagi harga EV baru diperkirakan bisa mendekati 1/2 harga ICE baru, otomatis harga ICE yang bekas turun dong, mending beli EV baru. Jadi mulai sekarang suda bukan eranya mikirin resale value sebagai prioritas, beli mobil itu konsumsi seperti beli baju atau makanan, bukan investasi.",negatif,-9
Orang pintar make toyota kijang,positif,5
"Kedepan Batreinya pasti akan lebih murah,, apa lgi bisa di ganti Pakai batrei ABC..😅😅😅",positif,11
"​@ryanexplorer1687 kalo dalam 5-7 tahun lg udah banyak SPKLU listrik dan harga BBM makin tambah mahal, gua ga yakin harga mobil2 bensin masih bertahan seperti sekarang.. jangan lihat dari sekarang doang bro.. Be open minded, and look for the future..",negatif,-8
@maverick2691bukankah wuling uda lebih dr 7 tahun?? Apalagi ini BYD.. jauh lebih besar dibanding wuling..,positif,8
"@ryanexplorer1687 gak mahal juga harga baterainya, kalau dihitung dengan harga bbm, ada dipakai harian jarak tempuh 100.000 km dikalikan 13.700 sudah 1.370.000.000,- atau 1,37 milyar, masih murah harga baterainya M6",positif,8
​@ryanexplorer1687ganti batrenya lebih hemat dripada beli bensin selama 5 tahun bang,positif,11
"​@ryanexplorer1687itupun kalau rusak gk ganti semua bang ,, biasanya persel gtu bang",negatif,-8
Garansi batre 8 tahun ​@maverick2691,positif,5
"tetap range anxiety, resale value, fire risk, queue (antri) panjang charging station, after sales belum teruji, battery life expectancy dan cost belum ketahuan setelah 3-5 tahun... tetep Zenix kalau saya",negatif,-4
"Sekarang  masih make ICE, cuman next ganti mobil 75% kemungkinan pindah ke elektrik sih, dengan catatan nggak ada jebakan betmen oleh pemerintah.",negatif,-7
"​@haryadiwijaya3304 Keuntungan mobil listrik itu bisa charging di rumah setiap pulang kerja atau pemakaian, jadi mobil tidak tinggal diam saja di rumah. Jadi kalau tidak niat naikin kwh listrik rumah untuk bisa charging, dan cuman ngandelin spklu, yah jangan beli mobil listrik bro, karena lo tidak memanfaatkan keunggulan utamanya",positif,13
"@encupsupardi287 
Baterai dibagi garansi unlimited km sih jelas jauh gila coy
Harga baterai yang 45 Cell 72 juta dibagi garansi unlimited km selama 15 tahun jatuhnya 4.8 juta
Kurang murah.
Bagi aja 12 bulan
Sama dengan 400 ribu/bulan penyusutannya 
Masih kemahalan
Bagi aja 18 hari kerja sama dengan PP Modal ga sampai 25.000
Masih kemahalan juga dibagi aja jam kerjanya ala kerja lembur
Alias sehari ga sampai 2000 perak.",negatif,-24
​@xeonboyzrata2 mobil jaman now emang dihilangin fitur ban serepnya. diganti tyre repair kit biar ringkas,positif,3
"​@FED1207
beli mobil sesuai kebutuhan negatif 
beli mobil krn resale Value  positif  😂",positif,10
Aftersales dan jual kembali jelas menang Innova jauh,positif,3
"@1790gv ya begitulah tapi ane tetep percaya ban serep , udah pernah rasain derek di tol pake repair kita ngk ngefek silahkan mencoba , berdasarkan pengalaman mungkin yg lain tidak sesuai persepsi masing2",negatif,-7
Pajak murah 😁,positif,5
"​@maverick2691Lo cek langsung ke blue bird,,mrk dah 7 tahun lebih pakai BYD buat taxi online....itu klo Lo pinter sih..!!??",positif,10
​@technow9815 produk china yg bagus baru hp doank seperti xiaomi atau infinix,positif,5
"​@technow9815 klo hp n electronic bagaimana bro, dulu  siapa yg kenal Xiaomi, dulu siapa yg kenal Lenovo, dulu siapa yg kenal Gree atau Midea, semua2 merk ini yg menggeser merek Jepang n Korea. Kelak seperti itu juga utk mobil, suka TDK suka arah nya kesana apalagi pemerintah mau mengurangi subsidi BBM yg saban tahun meningkat terus nilainya",negatif,-9
"@mediyalukman9516 kalu dulu ada hp merk sanggem, K tough, dll ya baru 2 3 bulan sudah rusak",negatif,-5
@ryanexplorer1687belum juga di pakek dah mikir harga jual anjeng” lu type org yg beli mobil lihat KM tpi beli mobil second namanya mobil itu kendaraan dan kendaraan itu dipakek kalau mau buat invest jual kembali y beli emas atau saham,positif,3
​@maverick2691hehe. Naik bluebird ev. Kata supir dah 10 thn lebih battery masih 90 persen,positif,5
​@xeonboyzya gaklah kalau d paksa 7 set. Yg LCGC itu lo yg maksain 7 set😊,negatif,-10
@suladi489_yellow opini masing masing hehehe tetep M6 ngk banget mobil byd yg plg parah itu m6 coba aja nanti lihat setelah pemakaian beberapa tahun baru ketahuan,negatif,-4
kasih contoh  bank biar paham nih​@encupsupardi287,positif,3
@maverick2691byd di pake bluebird aman aman aja itu sampe ratusan ribu kilometer,positif,5
"Kalo zenith lebih bagus engga usah di kompirasi, krn mereka orang2 bayaran ngomong an engga bisa di percaya",positif,13
​​​​@haryadiwijaya3304penyefong T mah dikasih kaleng kongguan+roda+emblem TRD jga udah seneng.terlalu tinggi kalo mau ngomongin mbl listrik😅,negatif,-8
"​@71gong bisa pakai voice command saja,langsung bisa buka semua yang kita minta,misalnya nyalakan AC,naikan kecepatan kipas AC, naik/turun suhu AC,buka Radio dll semua pakai voice command,lbh praktis",positif,11
@OppoMulia-mf3elorg goblog make apa?,negatif,-4
"​@maverick2691kalau kau pinter,,cek sendiri di BLUEBIRD ,,.mrk sdh pakai 6 tahun & 500 rbu km lebih ..mobil nya skrg masih jalan & aman...!!!...coba kau hitung 500 rbu km kalau beli BBM habis brpa duit....???

😊😊😊salam WARAS CERDAS 😊😊😊",positif,15
​@maverick2691batt garansi 8 tahun.,positif,5
Technology batu tidak bisa di hentikan .. contoh kompor minyak tanah dan kompor gas .. hp keypad dan touchscreen .. sekalipun generasi tua mempertahankan mobil bensin .. anak cucu kita nanti lebih mengenal mobil listrik sesuai zaman,positif,15
"M6 dibandingkan dengan Hybrid Innova dong. Biarpun dalam konteks ini harga ""mirip"", tetap aja M6 lebih sip",positif,5
Tetep milih mobil bensin buat keluar kota sih. Kalo batre udah abis di-chargenya lama. Paling pas itu emang mobil hybrid atau kayak serena c28 e-power,positif,5
Saya aja orang astra pengen banget punya BYD M6 ini 😊 positif 🏻 positif 🏻 positif 🏻 positif 🏻 positif 🏻 positif 🏻,positif,8
@syukrane masih mending dia daripada haters yg suka hujat2 itu kaga ada gunanya yg ada bikin malu wae hujat2 brand 🇨🇳,negatif,-11
"Istilahnya, Udah bosen makan sayur asem mulu ya kan... Sekali kali makan rendang",negatif,-6
yang penting murah dulu lah. nanti kalau populasinya banyak pasti bakal bermunculan SPKLU.,positif,8
"hemm di eropa aja mobil bev ditinggal karna gak efektif, apa lagi di indo hehe",negatif,-9
Byd M6 oke jg ya harganya lbh murah dari zenix tenaga nya sangat besar byat mpv dan dengan harga 300 jtan itu value for money bgt sij,positif,31
"@noyoseph_n ya pasti jauh beda  dong bos. toyota bisa diblng diseluruh indo ada dealer nya trus usia toyota di indo juga tidak muda lagi. sedangkan byd baru puluhan tahun di indo la. byd sama inova cuma beda di fitur aja. saya akui mmng mobil cina fitunya n kecagihannya melimpah. klw toyota bagi kami dikampung ga susa cari dealer nya. sdh teruji hmpir 1 abad diindo wqwq. utk masalah sparpart pun ga susa dapatkan nya. ud tau kan kenapa aku lebih pilih toyota. ud gt klw harga jual pasti ga anjlok"" bgt klw suatu saat mau jual mobil bekasnya wqwq. namanya manusia pasti bisa bosan kan. aplgi ud trasa tua mobilnya hehee.",negatif,-14
"byd m6 aminnn, smoga bisa segera punya",positif,5
"yg 1 konvensional, yg 1 masa depan  positif ",positif,5
"Pertamax,,,komen,,,saya bersyukur sdh punya Air EV,,,gantiin motor,,btw,,caiyoo,BYD M6,,❤",positif,3
Btw bang kalo semangat di bahasa mandarin itu ciayou bukan caiyoo bang hehe,positif,5
"Harganya tidak terjangkau, kudu nabung lama Dulu,
Ah semoga keuangan semakin mambaik Dan bisa Beli rumah+tamah+ mobil",negatif,-4
Yg worth it 400jt an,positif,5
"Kurang murah karena CBU langsung dari china, seharusnya bisa dirakit lokal disini dgn TKDN 40% harga bisa ditekan jadi 200-300 juta_an👌😁",negatif,-11
"​​​@Yayak84ga dong, Byd ud dapet keringanan pajak meskipun build up.. kalopun nanti TKDN ud 40% .. diskon nya hanya pajak dari 11% ke 1%, artinya kmungkinan turun maks 10% doang..(paling JD 340an - 380an mentok) ga nyampe lah 200 Jtan.. 
Baca2 dl peraturan 2 sblm komen boss.. drpd malu .. hihi",negatif,-15
Pendapatan saya sekarang masih jauh kurangnya 😂,negatif,-5
Paling value for money kok. Terlalu nitpicky detil aja kekurangan nya. Dan kebanyakan orang indo tinggi gak lebih 170cm,negatif,-12
"Layar yg mutar itu bukan gimmick, lebih enak lihat map vertikal ketimbang horizontal..",positif,17
Sangat menarik sekali,positif,3
